Name,Rating,Genre,Release Date,Runtime,Url
The Astronaut Farmer,62,"Science Fiction,Adventure,Comedy,Drama",10/15/2006,1h 44m,https://www.themoviedb.org/movie/5172
Birdy,71,Drama,12/14/1984,2h,https://www.themoviedb.org/movie/11296
Ready to Wear,53,"Drama,Comedy",12/23/1994,2h 13m,https://www.themoviedb.org/movie/3586
I Am Mortal,53,"Science Fiction,Fantasy,Drama",11/18/2021,1h 23m,https://www.themoviedb.org/movie/919269
Berlin Syndrome,60,"Mystery,Thriller,Drama,Horror",04/20/2017,1h 56m,https://www.themoviedb.org/movie/363126
Bad Ass 2: Bad Asses,61,Action,04/08/2014,1h 31m,https://www.themoviedb.org/movie/255268
Twice Born,73,"Drama,Romance,War",11/07/2012,2h 7m,https://www.themoviedb.org/movie/121642
Unknown,62,Thriller,11/03/2006,1h 38m,https://www.themoviedb.org/movie/9828
Love & Sex,62,"Comedy,Drama,Romance",01/24/2000,1h 22m,https://www.themoviedb.org/movie/25128
Unlawful Entry,61,"Crime,Thriller,Mystery",06/26/1992,1h 57m,https://www.themoviedb.org/movie/17494
Scoop,66,"Comedy,Mystery",07/27/2006,1h 36m,https://www.themoviedb.org/movie/512
Family Guy Presents: It's a Trap!,68,"Animation,Fantasy,Comedy,Science Fiction,Adventure",05/22/2011,57m,https://www.themoviedb.org/movie/278427
Paper Man,63,"Comedy,Drama",06/15/2009,1h 50m,https://www.themoviedb.org/movie/39414
The Beyond,69,Horror,04/29/1981,1h 28m,https://www.themoviedb.org/movie/19204
Piranhas,69,"Drama,Crime",02/14/2019,1h 45m,https://www.themoviedb.org/movie/574436
Little Evil,56,"Comedy,Horror",09/01/2017,1h 34m,https://www.themoviedb.org/movie/346671
Disturbing Behavior,57,"Mystery,Horror,Science Fiction",07/24/1998,1h 24m,https://www.themoviedb.org/movie/9424
Valentine,54,"Horror,Thriller",02/02/2001,1h 36m,https://www.themoviedb.org/movie/10984
All My Friends Are Dead,59,"Comedy,Drama,Thriller",12/28/2020,1h 35m,https://www.themoviedb.org/movie/780154
Dead in Tombstone,50,"Western,Action,Fantasy,Horror,Drama",10/25/2013,1h 40m,https://www.themoviedb.org/movie/151933
Killing Them Softly,60,"Crime,Thriller",11/30/2012,1h 37m,https://www.themoviedb.org/movie/64689
Killer's Kiss,63,"Crime,Drama,Thriller",10/01/1955,1h 8m,https://www.themoviedb.org/movie/10056
Detective Conan: The Scarlet Bullet,68,"Animation,Action,Crime,Mystery,Romance,Thriller",04/16/2021,1h 50m,https://www.themoviedb.org/movie/662638
Inferno,67,"Horror,Thriller",02/07/1980,1h 47m,https://www.themoviedb.org/movie/16395
The Big Wedding,59,Comedy,04/25/2013,1h 30m,https://www.themoviedb.org/movie/87567
Wander,54,"Thriller,Crime,Mystery",12/04/2020,1h 34m,https://www.themoviedb.org/movie/646593
Pavarotti,75,Documentary,07/15/2019,1h 55m,https://www.themoviedb.org/movie/561325
Fatale,62,Thriller,12/18/2020,1h 42m,https://www.themoviedb.org/movie/549514
Elles,54,Drama,02/01/2012,1h 36m,https://www.themoviedb.org/movie/85545
The Towering Inferno,70,"Action,Thriller,Drama",12/14/1974,2h 45m,https://www.themoviedb.org/movie/5919
Inside Job,77,Documentary,10/08/2010,1h 49m,https://www.themoviedb.org/movie/44639
The Odd Couple,76,Comedy,05/16/1968,1h 46m,https://www.themoviedb.org/movie/11356
Rabid,64,"Horror,Science Fiction",04/08/1977,1h 31m,https://www.themoviedb.org/movie/29437
Música de ambulancia,0,Drama,01/01/2009,0,https://www.themoviedb.org/movie/914711
The Stepfather,58,"Horror,Thriller",10/16/2009,1h 41m,https://www.themoviedb.org/movie/19904
Fahim,68,"Drama,Family,Comedy",10/16/2019,1h 47m,https://www.themoviedb.org/movie/589978
The Return of Godzilla,76,"Science Fiction,Action,Thriller",12/15/1984,1h 43m,https://www.themoviedb.org/movie/421467
Love Story,68,"Romance,Drama",12/16/1970,1h 39m,https://www.themoviedb.org/movie/9062
Everything Went Fine,65,"Drama,Comedy",09/22/2021,1h 53m,https://www.themoviedb.org/movie/735726
Shelter,78,"Drama,Romance",06/16/2007,1h 29m,https://www.themoviedb.org/movie/17483
Thirteen Days,70,Thriller,12/24/2000,2h 25m,https://www.themoviedb.org/movie/11973
Tom Sawyer,58,"Adventure,Family",11/17/2011,1h 49m,https://www.themoviedb.org/movie/104711
Girls with Balls,43,"Horror,Comedy",07/26/2019,1h 17m,https://www.themoviedb.org/movie/449684
The Resistance Banker,67,"War,Drama",03/08/2018,2h 4m,https://www.themoviedb.org/movie/497916
Assassination Games,62,Action,07/29/2011,1h 41m,https://www.themoviedb.org/movie/71677
Summer of 85,74,"Romance,Drama",07/14/2020,1h 41m,https://www.themoviedb.org/movie/659959
Russian Lolita,48,Romance,01/03/2007,1h 33m,https://www.themoviedb.org/movie/329103
Maniac Cop,61,"Action,Crime,Horror,Mystery",05/13/1988,1h 25m,https://www.themoviedb.org/movie/14240
Breach,66,"Drama,Thriller,Crime,History",02/12/2007,1h 50m,https://www.themoviedb.org/movie/4169
Monstrous,0,"Horror,Mystery,Thriller",03/12/2022,1h 29m,https://www.themoviedb.org/movie/811656
Welcome to Marwen,66,"Drama,Comedy,Fantasy",12/21/2018,1h 56m,https://www.themoviedb.org/movie/351044
Star Trek: Generations,65,"Science Fiction,Action,Adventure,Thriller",11/18/1994,1h 58m,https://www.themoviedb.org/movie/193
El paseo 3,50,Comedy,12/24/2013,0,https://www.themoviedb.org/movie/395895
Macross Frontier: The False Songstress,71,"Drama,Romance,Animation,Science Fiction",11/21/2009,2h,https://www.themoviedb.org/movie/48625
Street Fighter II: The Animated Movie,69,"Animation,Action",08/06/1994,1h 42m,https://www.themoviedb.org/movie/12613
The Matchmaker's Playbook,69,Romance,03/15/2018,1h 30m,https://www.themoviedb.org/movie/510938
The Jetsons Meet the Flintstones,67,"Animation,Family,Science Fiction,TV Movie",01/01/1987,1h 32m,https://www.themoviedb.org/movie/36868
Kicking & Screaming,58,"Family,Comedy",05/13/2005,1h 35m,https://www.themoviedb.org/movie/9981
Revenge of the Nerds,65,Comedy,07/20/1984,1h 30m,https://www.themoviedb.org/movie/14052
Shadow,68,"Action,Drama",09/30/2018,1h 56m,https://www.themoviedb.org/movie/463319
The Inbetweeners Movie,61,Comedy,08/20/2011,1h 37m,https://www.themoviedb.org/movie/69798
Deep Red,78,"Horror,Mystery,Thriller",03/07/1975,2h 7m,https://www.themoviedb.org/movie/20126
Something's Gotta Give,66,"Drama,Comedy,Romance",12/12/2003,2h 8m,https://www.themoviedb.org/movie/6964
Brokedown Palace,64,Drama,08/13/1999,1h 40m,https://www.themoviedb.org/movie/17707
Larry Crowne,59,"Comedy,Romance,Drama",06/30/2011,1h 38m,https://www.themoviedb.org/movie/59861
Sky Fighters,61,"Action,Adventure",10/15/2005,1h 42m,https://www.themoviedb.org/movie/10798
Barefoot in the Park,71,"Comedy,Romance",05/25/1967,1h 46m,https://www.themoviedb.org/movie/17887
Flight of the Living Dead,52,"Horror,Action",04/06/2007,1h 29m,https://www.themoviedb.org/movie/16126
Scrooge,68,"Fantasy,Drama,Family",11/05/1970,1h 53m,https://www.themoviedb.org/movie/13765
Love at Second Sight,71,"Comedy,Drama,Romance,Fantasy",04/03/2019,1h 57m,https://www.themoviedb.org/movie/570131
Queen & Slim,72,"Drama,Romance,Crime",11/27/2019,2h 11m,https://www.themoviedb.org/movie/536743
Gangster Land,56,"Thriller,Crime,Action,Drama,History",05/16/2019,1h 30m,https://www.themoviedb.org/movie/485337
Moebius,67,Drama,09/05/2013,1h 29m,https://www.themoviedb.org/movie/215743
Religulous,71,"Documentary,Comedy",10/01/2008,1h 41m,https://www.themoviedb.org/movie/13007
Christmas Under Wraps,58,"TV Movie,Romance",11/01/2020,1h 28m,https://www.themoviedb.org/movie/299584
The Professionals,71,"Western,Action,Adventure",11/01/1966,1h 57m,https://www.themoviedb.org/movie/22383
The Sitter,56,Comedy,12/09/2011,1h 21m,https://www.themoviedb.org/movie/57431
L'Avventura,76,"Drama,Mystery",09/14/1960,2h 24m,https://www.themoviedb.org/movie/5165
The Professor,68,"Comedy,Drama",05/17/2018,1h 30m,https://www.themoviedb.org/movie/467956
Marshland,70,Thriller,09/25/2014,1h 45m,https://www.themoviedb.org/movie/236735
Justin Bieber: Never Say Never,53,"Music,Documentary,Family",02/11/2011,1h 45m,https://www.themoviedb.org/movie/54518
Dennis the Menace Strikes Again!,54,"Family,Comedy",07/14/1998,1h 11m,https://www.themoviedb.org/movie/45242
The Last Man on Earth,67,"Horror,Science Fiction",03/08/1964,1h 29m,https://www.themoviedb.org/movie/21159
Midnight Run,72,"Adventure,Comedy,Crime,Action",07/20/1988,2h 6m,https://www.themoviedb.org/movie/9013
South Pacific,64,"Music,Romance,War",03/18/1958,2h 37m,https://www.themoviedb.org/movie/17352
Some Like It Rare,68,"Comedy,Horror",10/27/2021,1h 27m,https://www.themoviedb.org/movie/730769
The Front Runner,59,"Drama,History",11/21/2018,1h 53m,https://www.themoviedb.org/movie/476764
Hard Times,67,Drama,10/08/1975,1h 33m,https://www.themoviedb.org/movie/22094
Ernest Goes to Camp,53,"Comedy,Family",05/22/1987,1h 32m,https://www.themoviedb.org/movie/18935
Ares,61,"Science Fiction,Drama,Thriller",11/23/2016,1h 20m,https://www.themoviedb.org/movie/415132
Hell Ride,54,"Action,Thriller",08/26/2010,1h 24m,https://www.themoviedb.org/movie/13300
The Freshman,63,"Comedy,Crime",07/20/1990,1h 42m,https://www.themoviedb.org/movie/10168
The Searchers,78,Western,05/26/1956,1h 59m,https://www.themoviedb.org/movie/3114
6-Headed Shark Attack,45,"Horror,Action,Science Fiction,TV Movie",08/18/2018,1h 29m,https://www.themoviedb.org/movie/522438
Mom's Friend 2,50,Romance,09/01/2016,1h 32m,https://www.themoviedb.org/movie/412092
Malcolm X,75,"Drama,History",11/18/1992,3h 22m,https://www.themoviedb.org/movie/1883
The Diabolical,50,"Horror,Science Fiction,Thriller",03/16/2015,1h 26m,https://www.themoviedb.org/movie/323370
Three Colors: Blue,77,Drama,09/08/1993,1h 38m,https://www.themoviedb.org/movie/108
The Curse of King Tut's Tomb,48,"Action,Adventure,Fantasy,Thriller,Horror",04/11/2006,2h 50m,https://www.themoviedb.org/movie/15056
Seabiscuit,70,"Drama,History",07/22/2003,2h 21m,https://www.themoviedb.org/movie/4464
Breaking and Entering,61,"Drama,Romance",12/15/2006,2h 9m,https://www.themoviedb.org/movie/1253
Monster High: Electrified,72,"Family,Animation",04/04/2017,1h 12m,https://www.themoviedb.org/movie/447113
Primer,69,"Science Fiction,Drama,Thriller",06/02/2005,1h 17m,https://www.themoviedb.org/movie/14337
The Postman Always Rings Twice,65,"Romance,Crime,Drama",03/20/1981,2h 2m,https://www.themoviedb.org/movie/11027
Swept Away,48,"Comedy,Romance",05/23/2003,1h 29m,https://www.themoviedb.org/movie/12779
Sorry We Missed You,74,Drama,11/08/2019,1h 40m,https://www.themoviedb.org/movie/522369
Naked Lunch,70,"Crime,Drama",04/24/1992,1h 55m,https://www.themoviedb.org/movie/2742
Maudie,78,"Drama,Romance",06/16/2016,1h 55m,https://www.themoviedb.org/movie/359784
Detective Conan: Private Eye in the Distant Sea,67,"Action,Animation,Drama",04/19/2013,1h 50m,https://www.themoviedb.org/movie/228805
Conspiracy,73,"History,Drama,War",05/19/2001,1h 36m,https://www.themoviedb.org/movie/12900
Pyewacket,59,"Thriller,Horror,Drama",03/29/2018,1h 28m,https://www.themoviedb.org/movie/448194
The Babymakers,52,Comedy,11/13/2012,1h 38m,https://www.themoviedb.org/movie/98066
Phase IV,63,"Thriller,Horror,Science Fiction",09/01/1974,1h 26m,https://www.themoviedb.org/movie/59189
The Gambler,59,"Thriller,Crime,Drama",12/25/2014,1h 51m,https://www.themoviedb.org/movie/284536
Love Is in the Air,60,"Comedy,Romance",04/02/2013,1h 36m,https://www.themoviedb.org/movie/168055
We Are Not Alone,60,"Horror,Thriller",01/14/2016,1h 16m,https://www.themoviedb.org/movie/408268
Cyborg She,73,"Action,Comedy,Science Fiction,Romance,Drama",05/31/2008,2h,https://www.themoviedb.org/movie/19486
Cocoon: The Return,61,"Comedy,Science Fiction",11/23/1988,1h 56m,https://www.themoviedb.org/movie/11285
In Secret,60,"Drama,Thriller,Crime",02/21/2014,1h 41m,https://www.themoviedb.org/movie/172226
She-Devil,59,Comedy,12/08/1989,1h 39m,https://www.themoviedb.org/movie/11157
Fame,65,"Drama,Music",05/16/1980,2h 14m,https://www.themoviedb.org/movie/3537
Diamond Hands: The Legend of WallStreetBets,0,Documentary,03/13/2022,1h 29m,https://www.themoviedb.org/movie/934240
Live!,56,Thriller,04/28/2007,1h 36m,https://www.themoviedb.org/movie/25218
Girl in the Bunker,80,"TV Movie,Drama",05/28/2018,1h 28m,https://www.themoviedb.org/movie/501624
Topaz,60,"Drama,Thriller",12/19/1969,2h 1m,https://www.themoviedb.org/movie/2370
"Monster High: Frights, Camera, Action!",71,"Family,Animation,Fantasy",03/25/2014,1h 12m,https://www.themoviedb.org/movie/260234
The Lady Eve,73,"Comedy,Romance",03/21/1941,1h 37m,https://www.themoviedb.org/movie/3086
Somebody Up There Likes Me,73,Drama,07/04/1956,1h 53m,https://www.themoviedb.org/movie/28000
The Lonely Guy,64,"Comedy,Romance",01/27/1984,1h 30m,https://www.themoviedb.org/movie/27171
A Midsummer Night's Sex Comedy,65,"Comedy,Romance",07/16/1982,1h 28m,https://www.themoviedb.org/movie/8288
Black Mask,61,Action,11/07/1996,1h 39m,https://www.themoviedb.org/movie/9460
Stuck on You,53,Comedy,12/10/2003,1h 59m,https://www.themoviedb.org/movie/1792
American Ninja 3: Blood Hunt,48,"Action,Adventure,Drama",02/24/1989,1h 29m,https://www.themoviedb.org/movie/25682
The Picture of Dorian Gray,71,"Drama,Fantasy,Thriller,Horror",03/01/1945,1h 50m,https://www.themoviedb.org/movie/16559
Inventing the Abbotts,64,"Drama,Romance",04/04/1997,1h 50m,https://www.themoviedb.org/movie/12723
Out of Sight,66,"Romance,Comedy,Crime",06/26/1998,2h 3m,https://www.themoviedb.org/movie/1389
Going for Gold,68,"Drama,Family",03/08/2018,1h 29m,https://www.themoviedb.org/movie/506951
The 7th Dwarf,54,"Family,Fantasy,Animation,Adventure",09/24/2014,1h 27m,https://www.themoviedb.org/movie/247788
Murder by the Coast,65,"Documentary,Crime,History,Mystery",06/23/2021,1h 28m,https://www.themoviedb.org/movie/830645
Hooking Up,66,"Drama,Comedy",03/20/2020,1h 45m,https://www.themoviedb.org/movie/673159
The Family Stone,63,"Comedy,Drama,Romance",12/15/2005,1h 43m,https://www.themoviedb.org/movie/9043
Gone Baby Gone,73,"Crime,Drama,Mystery",10/19/2007,1h 53m,https://www.themoviedb.org/movie/4771
Maigret,55,"Mystery,Action",02/23/2022,1h 29m,https://www.themoviedb.org/movie/752564
December Boys,60,"Drama,Romance",10/10/2007,1h 45m,https://www.themoviedb.org/movie/4629
Godzilla vs. Destoroyah,79,"Action,Science Fiction",12/09/1995,1h 43m,https://www.themoviedb.org/movie/12561
The Adventures of Pinocchio,53,"Family,Fantasy,Adventure,Drama,Music",07/26/1996,1h 30m,https://www.themoviedb.org/movie/18975
El fantasma de mi novia,81,"Comedy,Romance,Drama",08/30/2018,0,https://www.themoviedb.org/movie/545481
The Beast of War,71,"War,Drama",09/14/1988,1h 51m,https://www.themoviedb.org/movie/15267
Lords of Dogtown,71,Drama,06/03/2005,1h 47m,https://www.themoviedb.org/movie/9787
The Work Wife,74,Drama,06/20/2018,1h 30m,https://www.themoviedb.org/movie/518454
Bergman Island,65,Drama,10/15/2021,1h 53m,https://www.themoviedb.org/movie/477044
Starred Up,71,Drama,03/21/2014,1h 46m,https://www.themoviedb.org/movie/209276
Kicks,67,"Drama,Crime,Action",09/09/2016,1h 20m,https://www.themoviedb.org/movie/385736
The Fortune Cookie,73,"Romance,Comedy",10/19/1966,2h 5m,https://www.themoviedb.org/movie/1888
Samurai I: Musashi Miyamoto,73,"Drama,Action,Adventure",09/25/1954,1h 33m,https://www.themoviedb.org/movie/31372
Animal House,71,Comedy,07/28/1978,1h 49m,https://www.themoviedb.org/movie/8469
Carry On,0,Drama,03/17/2022,0,https://www.themoviedb.org/movie/931331
Absolutely Fabulous: The Movie,54,Comedy,07/22/2016,1h 31m,https://www.themoviedb.org/movie/372411
A Dangerous Man,52,"Crime,Action,Adventure,Thriller",02/09/2010,1h 34m,https://www.themoviedb.org/movie/28465
House of Voices,60,"Horror,Mystery",06/23/2004,1h 38m,https://www.themoviedb.org/movie/21198
Cape Fear,72,"Thriller,Crime",11/15/1991,2h 8m,https://www.themoviedb.org/movie/1598
Robinson Crusoe,58,"Action,Adventure,Drama",05/12/1997,1h 32m,https://www.themoviedb.org/movie/11210
Breakfast on Pluto,72,"Drama,Comedy",09/03/2005,2h 8m,https://www.themoviedb.org/movie/1420
I Can't Think Straight,76,"Drama,Romance",11/01/2008,1h 20m,https://www.themoviedb.org/movie/31216
The Opposite of Sex,62,"Comedy,Drama",05/22/1998,1h 45m,https://www.themoviedb.org/movie/9844
Eraserhead,75,"Fantasy,Horror",09/28/1977,1h 29m,https://www.themoviedb.org/movie/985
Shutter,56,"Horror,Mystery,Thriller",03/21/2008,1h 25m,https://www.themoviedb.org/movie/10885
Raise the Titanic,55,Adventure,10/24/1980,1h 55m,https://www.themoviedb.org/movie/24575
A Simple Plan,71,"Crime,Thriller",12/11/1998,2h 1m,https://www.themoviedb.org/movie/10223
Guilty Men,61,"Western,Drama,Thriller",08/31/2018,1h 55m,https://www.themoviedb.org/movie/412242
Love Live! The School Idol Movie,76,"Animation,Music,Comedy",06/13/2015,1h 39m,https://www.themoviedb.org/movie/333623
Hours,67,"Drama,Thriller",12/12/2013,1h 37m,https://www.themoviedb.org/movie/172803
The Lost Husband,71,Romance,04/10/2020,1h 49m,https://www.themoviedb.org/movie/686142
Romanzo Criminale,72,"Crime,Drama",09/30/2005,2h 32m,https://www.themoviedb.org/movie/14375
Arlington Road,70,"Crime,Drama,Thriller,Mystery",07/09/1999,1h 57m,https://www.themoviedb.org/movie/1073
The Old Ways,73,"Horror,Fantasy",10/08/2020,1h 30m,https://www.themoviedb.org/movie/752505
Bring Me the Head of Alfredo Garcia,70,"Action,Crime,Drama",08/01/1974,1h 53m,https://www.themoviedb.org/movie/11942
Veronica Guerin,67,"Drama,Crime,Thriller",10/17/2003,1h 38m,https://www.themoviedb.org/movie/10629
The Woods,57,"Mystery,Horror,Thriller",09/26/2006,1h 31m,https://www.themoviedb.org/movie/6948
The Queen,70,"Drama,History",09/30/2006,1h 43m,https://www.themoviedb.org/movie/1165
#AnneFrank. Parallel Stories,70,"Documentary,Drama,History",10/18/2019,1h 32m,https://www.themoviedb.org/movie/610643
Class,59,"Comedy,Drama",07/22/1983,1h 38m,https://www.themoviedb.org/movie/21500
Crown Vic,61,"Crime,Drama",11/08/2019,1h 50m,https://www.themoviedb.org/movie/524659
An American Tail,67,"Drama,Family,Animation,Adventure,Music",11/21/1986,1h 20m,https://www.themoviedb.org/movie/4978
Love Wrecked,51,"Family,Romance",01/21/2007,1h 27m,https://www.themoviedb.org/movie/27902
Inception: The Cobol Job,73,"Animation,Action,Thriller,Science Fiction",12/07/2010,15m,https://www.themoviedb.org/movie/64956
Behind Enemy Lines III: Colombia,57,"War,Action,Thriller",01/06/2009,1h 34m,https://www.themoviedb.org/movie/14028
Violent Delights,35,Horror,10/01/2020,1h 30m,https://www.themoviedb.org/movie/745527
End of a Gun,49,"Action,Crime,Thriller",09/23/2016,1h 27m,https://www.themoviedb.org/movie/411632
Black Narcissus,77,Drama,05/26/1947,1h 40m,https://www.themoviedb.org/movie/16391
The Heir Apparent: Largo Winch,60,"Adventure,Drama,Action,Thriller",12/17/2008,1h 48m,https://www.themoviedb.org/movie/14400
Cat People,70,"Horror,Drama",12/25/1942,1h 13m,https://www.themoviedb.org/movie/25508
Guess Who,59,"Comedy,Romance",03/25/2005,1h 45m,https://www.themoviedb.org/movie/11638
The Adderall Diaries,54,Thriller,04/15/2016,1h 45m,https://www.themoviedb.org/movie/274504
Monsieur Verdoux,79,"Comedy,Crime",09/26/1947,2h 4m,https://www.themoviedb.org/movie/30588
Really Good Rejects,0,"Documentary,Music",03/13/2022,1h 15m,https://www.themoviedb.org/movie/934673
Free Willy: Escape from Pirate's Cove,62,"Family,Drama,Adventure",03/23/2010,1h 41m,https://www.themoviedb.org/movie/34751
The Brown Bunny,54,Drama,04/07/2004,1h 33m,https://www.themoviedb.org/movie/12703
Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,61,"Comedy,Fantasy,Science Fiction",06/02/2012,1h 24m,https://www.themoviedb.org/movie/345330
Dave,66,Comedy,05/07/1993,1h 50m,https://www.themoviedb.org/movie/11566
The Omega Man,62,"Science Fiction,Action,Drama,Thriller",08/01/1971,1h 38m,https://www.themoviedb.org/movie/11234
Cleaner,61,"Crime,Thriller,Mystery",09/11/2007,1h 28m,https://www.themoviedb.org/movie/13252
Two Lovers,68,"Drama,Romance",02/13/2009,1h 50m,https://www.themoviedb.org/movie/10362
China Moon,60,"Mystery,Thriller",03/04/1994,1h 39m,https://www.themoviedb.org/movie/26337
To Catch a Thief,74,"Crime,Drama,Mystery,Romance,Thriller",08/05/1955,1h 47m,https://www.themoviedb.org/movie/381
Sudden Death,59,"Action,Adventure,Thriller,Drama",12/22/1995,1h 46m,https://www.themoviedb.org/movie/9091
The Prank,0,"Comedy,Drama",03/13/2022,1h 30m,https://www.themoviedb.org/movie/934201
Rab Ne Bana Di Jodi,71,"Comedy,Drama,Romance",12/12/2008,2h 47m,https://www.themoviedb.org/movie/14072
Evangelion: Death (True)²,69,"Animation,Science Fiction,Action,Drama",03/07/1998,1h 9m,https://www.themoviedb.org/movie/857862
Space Adventure Cobra: The Movie,65,"Animation,Science Fiction,Action,Adventure",07/03/1982,1h 35m,https://www.themoviedb.org/movie/81850
L.E.T.H.A.L. Ladies: Return to Savage Beach,58,"Action,Thriller",01/27/1998,1h 38m,https://www.themoviedb.org/movie/67395
Pumping Iron,71,Documentary,01/18/1977,1h 26m,https://www.themoviedb.org/movie/5205
The Bride of Frankenstein,76,"Drama,Horror,Science Fiction",05/06/1935,1h 15m,https://www.themoviedb.org/movie/229
One Chance,67,"Drama,Comedy,Music",08/29/2014,1h 43m,https://www.themoviedb.org/movie/209361
Gainsbourg: A Heroic Life,69,Drama,01/20/2010,2h 10m,https://www.themoviedb.org/movie/31900
Antitrust,60,"Action,Crime,Drama",01/12/2001,1h 48m,https://www.themoviedb.org/movie/9989
The Wisdom of Crocodiles,58,"Drama,Fantasy,Horror",10/07/1999,1h 38m,https://www.themoviedb.org/movie/1448
Kill Your Friends,61,"Comedy,Crime,Thriller",11/06/2015,1h 44m,https://www.themoviedb.org/movie/318922
Pulse,50,"Horror,Thriller",08/11/2006,1h 30m,https://www.themoviedb.org/movie/9682
The Darjeeling Limited,72,"Adventure,Drama,Comedy",09/29/2007,1h 32m,https://www.themoviedb.org/movie/4538
Straw Dogs,72,"Crime,Drama,Thriller",12/29/1971,1h 56m,https://www.themoviedb.org/movie/994
Dream House,61,"Drama,Thriller,Mystery",09/30/2011,1h 24m,https://www.themoviedb.org/movie/69668
Biohazard 4D: Executer,55,"Animation,Horror",11/01/2000,19m,https://www.themoviedb.org/movie/53986
Rodan,66,"Horror,Science Fiction",12/26/1956,1h 12m,https://www.themoviedb.org/movie/19742
With Open Arms,53,Comedy,04/05/2017,1h 32m,https://www.themoviedb.org/movie/430365
The Ghost of Lord Farquaad,59,"Fantasy,Animation,Comedy,Family,Adventure",05/23/2003,12m,https://www.themoviedb.org/movie/25523
D3: The Mighty Ducks,60,"Comedy,Action,Family,Drama",10/04/1996,1h 44m,https://www.themoviedb.org/movie/10680
Bobbleheads: The Movie,58,"Family,Animation,Adventure,Comedy",12/08/2020,1h 22m,https://www.themoviedb.org/movie/754433
No Mercy,75,"Crime,Thriller,Action",01/07/2010,2h 5m,https://www.themoviedb.org/movie/50475
Visions,54,"Thriller,Horror",10/27/2015,1h 20m,https://www.themoviedb.org/movie/353686
Hotsunlight,75,"Drama,War,Action",08/12/2021,2h 13m,https://www.themoviedb.org/movie/855096
The Game Changers,74,Documentary,09/16/2019,1h 28m,https://www.themoviedb.org/movie/463088
Mr. Mom,64,"Comedy,Drama,Family",08/19/1983,1h 31m,https://www.themoviedb.org/movie/13105
Unbeatable,67,"Drama,Action",08/15/2013,2h 2m,https://www.themoviedb.org/movie/213015
Avalon High,62,"Fantasy,Family,Drama,TV Movie",01/28/2011,1h 31m,https://www.themoviedb.org/movie/50479
Little Miss Sunshine,77,"Comedy,Drama",07/26/2006,1h 42m,https://www.themoviedb.org/movie/773
After Sex,41,"Comedy,Drama,Romance",01/01/2000,1h 36m,https://www.themoviedb.org/movie/71618
Scream: The Inside Story,59,Documentary,04/06/2011,1h 30m,https://www.themoviedb.org/movie/83938
Arn: The Kingdom at Road's End,62,"Action,Adventure,Drama,History",08/22/2008,2h 8m,https://www.themoviedb.org/movie/13522
The Hudsucker Proxy,71,"Comedy,Drama",03/11/1994,1h 51m,https://www.themoviedb.org/movie/11934
Sexy Night Report n. 2,64,Drama,04/20/1978,1h 28m,https://www.themoviedb.org/movie/407742
Hot Pursuit,57,"Action,Comedy,Crime",05/08/2015,1h 27m,https://www.themoviedb.org/movie/268920
Killing Gunther,47,"Action,Comedy",09/22/2017,1h 33m,https://www.themoviedb.org/movie/412547
The Absent-Minded Professor,64,"Comedy,Family,Science Fiction",03/16/1961,1h 36m,https://www.themoviedb.org/movie/17984
The Love Witch,63,"Fantasy,Romance,Horror",03/10/2017,2h 1m,https://www.themoviedb.org/movie/374052
Outrage Coda,67,"Drama,Action,Crime",10/07/2017,1h 45m,https://www.themoviedb.org/movie/452323
Catch and Release,59,"Comedy,Drama,Romance",10/20/2006,1h 51m,https://www.themoviedb.org/movie/13668
The Driver,71,"Action,Crime,Drama,Thriller",08/02/1978,1h 31m,https://www.themoviedb.org/movie/2153
After She Wakes,51,"Horror,Thriller",12/13/2019,1h 18m,https://www.themoviedb.org/movie/655426
Muse,59,"Thriller,Horror",11/09/2017,1h 47m,https://www.themoviedb.org/movie/429460
Sister's Younger Husband,61,"Comedy,Drama,Romance",10/11/2016,1h 15m,https://www.themoviedb.org/movie/418827
Wishmaster 3: Beyond the Gates of Hell,45,"Thriller,Horror",10/23/2001,1h 29m,https://www.themoviedb.org/movie/28635
2 Fast 2 Furious,64,"Action,Crime,Thriller",06/05/2003,1h 48m,https://www.themoviedb.org/movie/584
Always,79,"Romance,Drama,Adventure",10/20/2011,1h 48m,https://www.themoviedb.org/movie/86000
Hardbodies,52,Comedy,05/04/1984,1h 28m,https://www.themoviedb.org/movie/52736
K-9,60,"Action,Comedy,Crime",04/28/1989,1h 41m,https://www.themoviedb.org/movie/10345
Cucuy: The Boogeyman,70,Thriller,10/13/2018,1h 25m,https://www.themoviedb.org/movie/552938
The Conformist,77,Drama,04/15/1971,1h 48m,https://www.themoviedb.org/movie/8416
Goon,65,Comedy,02/24/2012,1h 32m,https://www.themoviedb.org/movie/74387
The Perfect Man,61,"Comedy,Drama,Family,Romance",06/17/2005,1h 40m,https://www.themoviedb.org/movie/15648
Cambio de Ruta,60,,05/23/2014,0,https://www.themoviedb.org/movie/267802
Sharknado 3: Oh Hell No!,47,"Action,TV Movie,Science Fiction,Comedy,Adventure",07/22/2015,1h 28m,https://www.themoviedb.org/movie/331446
Heavyweights,62,"Family,Comedy,Drama",02/17/1995,1h 40m,https://www.themoviedb.org/movie/14819
The Fog of War,79,Documentary,12/09/2003,1h 47m,https://www.themoviedb.org/movie/12698
